THBL,JALAN,TOTAL_PAKAI,TOTAL_RP,JUMLAH_PELANGGAN,HARGA_PER_M3,Latitude,Longitude
202405,ITS.TEHNIK INDUSTRI,732,3513300,13,4799.5901639344265,-7.281111,112.794611
202405,ITS.TEHNIK KELAUTAN,450,1770600,14,3934.6666666666665,-7.281111,112.794611
202405,ITS.TEHNIK KOMPUTER,7931,34479200,204,4347.396293027361,-7.281111,112.794611
202405,ITS.TEHNIK LINGKUNGAN,964,4529400,17,4698.547717842323,-7.281111,112.794611
202405,ITS.TEHNIK PEMUKIMAN,427,2048500,13,4797.423887587822,-7.281111,112.794611
202405,ITS.TEHNIK PENYEHATAN,518,2376000,14,4586.872586872587,-7.281111,112.794611
202405,ITS.TEHNIK PRANCANGAN,282,1089000,6,3861.7021276595747,-7.281111,112.794611
202405,ITS.TEHNIK SIPIL,3666,17349500,82,4732.542280414621,-7.281111,112.794611
202405,ITS.TEKNIK INDUSTRI,93,610000,1,6559.139784946236,-7.2902398,112.7932773
202405,KEJAWAN,39,45800,1,1174.3589743589744,-7.2774223,112.8057704
202405,KEJAWAN GEBANG,12077,38709000,278,3205.183406475118,-7.2852358,112.8006448
202405,KEJAWAN PUTIH TAMBAK,629,1839350,20,2924.2448330683624,-7.2717595,112.8160468
202405,KEPUTIH,128,1209500,3,9449.21875,-7.2896546,112.7805282
202405,KEPUTIH TEGAL,16,140800,1,8800.0,-7.2913962,112.8033252
202405,KEPUTIH UTARA,30,120000,1,4000.0,-7.287331,112.7990127
202405,KERTAJAYA INDAH,957,9729800,9,10166.98014629049,-7.2792852,112.7798359
202405,KERTAJAYA INDAH  REGENCY,851,5328000,20,6260.869565217391,-7.289729,112.7871392
202405,KERTAJAYA INDAH REGENCY,4461,27892000,156,6252.409773593365,-7.289729,112.7871392
202405,KERTAJAYA INDAH TIMUR,25568,187642500,690,7338.958854818523,-7.2792852,112.7798359
202405,KLAMPIS SACHAROSA,2079,12807700,67,6160.50986050986,-7.2875191,112.7813849
202405,MANYAR KERTOADI,16464,109830300,593,6670.936588921283,-7.2847747,112.7834925
202405,MARINA EMAS,1996,12264900,87,6144.739478957916,-7.2889554,112.802558
202405,MARINA EMAS BARAT,6721,38408700,215,5714.729950900164,-7.2930141,112.8035565
202405,MARINA EMAS SELATAN,1457,9039800,43,6204.39258750858,-7.2893059,112.8029472
202405,MARINA EMAS TENGAH,100,572000,7,5720.0,-7.2940982,112.8051135
202405,MARINA EMAS TIMUR,6693,36108500,196,5394.964888689676,-7.2940982,112.8051135
202405,MARINA EMAS UTARA,1368,6284500,54,4593.932748538012,-7.281512,112.802871
202405,MULYOREJO BARU TEGAL,7484,34564300,166,4618.425975414217,-7.2750916,112.7936262
202405,PERUM ITS,387,1828400,4,4724.547803617571,-7.281111,112.794611
202405,RAYA ITS,6744,60443400,3,8962.544483985765,-7.2757378,112.7927519
202405,RODAH,326,1799500,8,5519.938650306748,-7.279833,112.796322
202405,RODAH BUNTU,332,1325900,3,3993.6746987951806,-7.279833,112.796322
202405,RODAH GEBANG,46,59600,1,1295.6521739130435,-7.279833,112.796322
202405,RODAH GEBANG PUTIH,67,125200,4,1868.6567164179105,-7.279833,112.796322
202405,RODAH SEKOLAHAN,1220,3715950,42,3045.8606557377047,-7.279833,112.796322
202405,TEGAL MULYOREJO,1078,4539400,30,4210.946196660482,-7.2750916,112.7936262
202406,ARIF RACHMAN HAKIM,6636,82742000,5,12468.655816757082,-7.288531,112.798155
202406,ASEM PAYUNG,8873,22720500,286,2560.63338217063,-7.2862181,112.7857511
202406,BUMI MARINA EMAS,1481,9226400,34,6229.844699527346,-7.2911441,112.8020775
202406,BUMI MARINA EMAS BARAT,843,6093000,18,7227.758007117438,-7.2930141,112.8035565
202406,BUMI MARINA EMAS TIMUR,153,892500,8,5833.333333333333,-7.2911441,112.8020775
202406,DESA ASEM PAYUNG,151,961600,1,6368.211920529801,-7.24917,112.75083
202406,GALAXY BUMI PERMAI,41,213000,2,5195.121951219512,-7.2974136,112.7859957
202406,GEBANG,465,5738500,1,12340.860215053763,-7.2886889,112.7846587
202406,GEBANG KIDUL,6249,24995150,148,3999.863978236518,-7.2826702,112.7873836
202406,GEBANG KIDUL MAWAR,6,42000,1,7000.0,-7.279833,112.796322
202406,GEBANG KIDUL SEPUHAN,422,1491900,18,3535.308056872038,-7.279833,112.796322
202406,GEBANG LOR,6758,25760850,175,3811.9044095886356,-7.2810659,112.7878501
202406,GEBANG LOR KANOMAN,845,2430050,25,2875.798816568047,-7.279833,112.796322
202406,GEBANG PUTIH,3869,19092800,58,4934.81519772551,-7.2819247,112.787992
202406,GEBANG PUTIH RODAH,986,3422200,24,3470.79107505071,-7.279833,112.796322
202406,GEBANG RODAH MAWAR,132,625750,3,4740.530303030303,-7.279833,112.796322
202406,GEBANG RODAH SEKOLAHAN,77,498000,1,6467.532467532467,-7.279833,112.796322
202406,GEBANG WETAN,4551,18970950,137,4168.52340145023,-7.2811196,112.7896864
202406,GEBANG WETAN RODAH SEKOLAHAN,36,173000,2,4805.555555555556,-7.279833,112.796322
202406,ITS.HIDRODINAMIKA/KEJ.PT,13,35900,1,2761.5384615384614,-7.281111,112.794611
202406,ITS.ILMU PASTI ALAM,667,2936500,15,4402.548725637182,-7.281111,112.794611
202406,ITS.KEPUTIH,660,4681400,13,7093.030303030303,-7.2826954,112.7956782
202406,ITS.TEHNIK ARSITEKTUR,1567,8180500,30,5220.485003190811,-7.281111,112.794611
202406,ITS.TEHNIK FISIKA,547,2555500,16,4671.846435100549,-7.281111,112.794611
202406,ITS.TEHNIK GEODESI,577,2658200,12,4606.932409012132,-7.281111,112.794611
202406,ITS.TEHNIK HIDRODINAMIKA,3232,13488600,105,4173.452970297029,-7.281111,112.794611
202406,ITS.TEHNIK HIDRONIKA,30,163000,1,5433.333333333333,-7.281111,112.794611
202406,ITS.TEHNIK HUMANIORA,496,2089500,16,4212.701612903225,-7.281111,112.794611
202406,ITS.TEHNIK INDUSTRI,741,3593000,13,4848.852901484481,-7.281111,112.794611
202406,ITS.TEHNIK KELAUTAN,363,1460400,14,4023.1404958677685,-7.281111,112.794611
202406,ITS.TEHNIK KOMPUTER,7068,30451700,204,4308.389926428976,-7.281111,112.794611
202406,ITS.TEHNIK LINGKUNGAN,773,3669400,17,4746.959896507115,-7.281111,112.794611
202406,ITS.TEHNIK PEMUKIMAN,375,1799700,13,4799.2,-7.281111,112.794611
202406,ITS.TEHNIK PENYEHATAN,510,2374400,14,4655.686274509804,-7.281111,112.794611
202406,ITS.TEHNIK PRANCANGAN,285,1108500,6,3889.4736842105262,-7.281111,112.794611
202406,ITS.TEHNIK SIPIL,3318,15345700,82,4624.984930681133,-7.281111,112.794611
202406,ITS.TEKNIK INDUSTRI,43,260000,1,6046.511627906977,-7.2902398,112.7932773
202406,KEJAWAN,53,76600,1,1445.2830188679245,-7.2774223,112.8057704
202406,KEJAWAN GEBANG,10645,34642600,278,3254.3541568811647,-7.2852358,112.8006448
202406,KEJAWAN PUTIH TAMBAK,573,1653600,20,2885.86387434555,-7.2717595,112.8160468
202406,KEPUTIH,141,1372500,3,9734.04255319149,-7.2896546,112.7805282
202406,KEPUTIH TEGAL,17,149600,1,8800.0,-7.2913962,112.8033252
202406,KEPUTIH UTARA,30,120000,1,4000.0,-7.287331,112.7990127
202406,KERTAJAYA INDAH,1047,10630500,10,10153.295128939828,-7.2792852,112.7798359
202406,KERTAJAYA INDAH  REGENCY,791,4889000,20,6180.7838179519595,-7.289729,112.7871392
202406,KERTAJAYA INDAH REGENCY,4388,27098000,157,6175.478577939836,-7.289729,112.7871392
202406,KERTAJAYA INDAH TIMUR,24792,182364500,690,7355.780090351726,-7.2792852,112.7798359
202406,KLAMPIS SACHAROSA,1888,11559000,67,6122.3516949152545,-7.2875191,112.7813849
202406,MANYAR KERTOADI,16459,109418200,594,6647.9251473358045,-7.2847747,112.7834925
202406,MARINA EMAS,2072,12745700,87,6151.3996138996135,-7.2889554,112.802558
202406,MARINA EMAS BARAT,7150,41969300,215,5869.832167832168,-7.2930141,112.8035565
202406,MARINA EMAS SELATAN,1307,8148300,43,6234.353481254782,-7.2893059,112.8029472
202406,MARINA EMAS TENGAH,122,715000,7,5860.6557377049185,-7.2940982,112.8051135
202406,MARINA EMAS TIMUR,5900,31414550,196,5324.5,-7.2940982,112.8051135
202406,MARINA EMAS UTARA,1337,6002300,54,4489.3792071802545,-7.281512,112.802871
202406,MULYOREJO BARU TEGAL,6807,31582450,167,4639.701777581901,-7.2750916,112.7936262
202406,MULYOSARI UTARA,5,39000,1,7800.0,-7.2619975,112.7977758
202406,PERUM ITS,310,1466900,4,4731.935483870968,-7.281111,112.794611
202406,RAYA ITS,4880,43713000,3,8957.581967213115,-7.2757378,112.7927519
202406,RODAH,322,1829400,8,5681.366459627329,-7.279833,112.796322
202406,RODAH BUNTU,245,977800,3,3991.0204081632655,-7.279833,112.796322
202406,RODAH GEBANG,48,64800,1,1350.0,-7.279833,112.796322
202406,RODAH GEBANG PUTIH,47,85600,4,1821.276595744681,-7.279833,112.796322
202406,RODAH SEKOLAHAN,1166,3498050,42,3000.042881646655,-7.279833,112.796322
202406,TEGAL MULYOREJO,970,4154250,30,4282.731958762886,-7.2750916,112.7936262
202407,ARIF RACHMAN HAKIM,7691,95929500,5,12472.95540241841,-7.288531,112.798155
202407,ASEM PAYUNG,10029,27773550,286,2769.323960514508,-7.2862181,112.7857511
202407,BUMI MARINA EMAS,1406,8739100,34,6215.5761024182075,-7.2911441,112.8020775
202407,BUMI MARINA EMAS BARAT,1483,10415000,18,7022.926500337155,-7.2930141,112.8035565
202407,BUMI MARINA EMAS TIMUR,192,1191800,7,6207.291666666667,-7.2911441,112.8020775
202407,DESA ASEM PAYUNG,174,1113400,1,6398.850574712644,-7.24917,112.75083
202407,GALAXY BUMI PERMAI,65,373000,2,5738.461538461538,-7.2974136,112.7859957
202407,GEBANG,701,8688500,1,12394.436519258203,-7.2886889,112.7846587
202407,GEBANG KIDUL,6958,28040050,148,4029.900833572866,-7.2826702,112.7873836
202407,GEBANG KIDUL MAWAR,7,42000,1,6000.0,-7.279833,112.796322
202407,GEBANG KIDUL SEPUHAN,634,2230550,18,3518.217665615142,-7.279833,112.796322
202407,GEBANG LOR,8037,30942050,175,3849.9502301853927,-7.2810659,112.7878501
202407,GEBANG LOR KANOMAN,978,3195250,25,3267.1267893660533,-7.279833,112.796322
202407,GEBANG PUTIH,3867,18771300,58,4854.228083785881,-7.2819247,112.787992
202407,GEBANG PUTIH RODAH,1083,4033450,24,3724.3305632502306,-7.279833,112.796322
202407,GEBANG RODAH MAWAR,141,689300,3,4888.652482269504,-7.279833,112.796322
202407,GEBANG RODAH SEKOLAHAN,92,603000,1,6554.347826086957,-7.279833,112.796322
202407,GEBANG WETAN,5344,22474800,137,4205.61377245509,-7.2811196,112.7896864
202407,GEBANG WETAN RODAH SEKOLAHAN,34,164000,2,4823.529411764706,-7.279833,112.796322
202407,ITS.HIDRODINAMIKA/KEJ.PT,12,32600,1,2716.6666666666665,-7.281111,112.794611
202407,ITS.ILMU PASTI ALAM,689,3018400,15,4380.841799709724,-7.281111,112.794611
202407,ITS.KEPUTIH,788,5429500,13,6890.228426395939,-7.2826954,112.7956782
202407,ITS.TEHNIK ARSITEKTUR,1779,9329300,30,5244.125913434514,-7.281111,112.794611
202407,ITS.TEHNIK FISIKA,729,3623200,16,4970.096021947874,-7.281111,112.794611
202407,ITS.TEHNIK GEODESI,646,3411800,12,5281.424148606811,-7.281111,112.794611
202407,ITS.TEHNIK HIDRODINAMIKA,3520,14891600,105,4230.568181818182,-7.281111,112.794611
202407,ITS.TEHNIK HIDRONIKA,43,248800,1,5786.046511627907,-7.281111,112.794611
202407,ITS.TEHNIK HUMANIORA,609,2626500,16,4312.8078817733995,-7.281111,112.794611
202407,ITS.TEHNIK INDUSTRI,952,4812600,13,5055.252100840336,-7.281111,112.794611
202407,ITS.TEHNIK KELAUTAN,355,1438500,14,4052.112676056338,-7.281111,112.794611
202407,ITS.TEHNIK KOMPUTER,8458,37716700,204,4459.292977063135,-7.281111,112.794611
202407,ITS.TEHNIK LINGKUNGAN,947,4468400,17,4718.479408658923,-7.281111,112.794611
202407,ITS.TEHNIK PEMUKIMAN,471,2360400,13,5011.464968152866,-7.281111,112.794611
202407,ITS.TEHNIK PENYEHATAN,699,3245100,14,4642.489270386266,-7.281111,112.794611
202407,ITS.TEHNIK PRANCANGAN,359,1431900,6,3988.5793871866294,-7.281111,112.794611
202407,ITS.TEHNIK SIPIL,3997,19104300,82,4779.659744808607,-7.281111,112.794611
202407,ITS.TEKNIK INDUSTRI,63,400000,1,6349.206349206349,-7.2902398,112.7932773
202407,KEJAWAN,68,109600,1,1611.764705882353,-7.2774223,112.8057704
202407,KEJAWAN GEBANG,12447,41184450,282,3308.7852494577005,-7.2852358,112.8006448
202407,KEJAWAN PUTIH TAMBAK,638,1929550,20,3024.3730407523512,-7.2717595,112.8160468
202407,KEPUTIH,141,1417000,3,10049.645390070922,-7.2896546,112.7805282
202407,KEPUTIH TEGAL,22,201000,1,9136.363636363636,-7.2913962,112.8033252
202407,KEPUTIH UTARA,32,133200,1,4162.5,-7.287331,112.7990127
202407,KERTAJAYA INDAH,1280,12777700,10,9982.578125,-7.2792852,112.7798359
202407,KERTAJAYA INDAH  REGENCY,1133,7252000,20,6400.706090026479,-7.289729,112.7871392
202407,KERTAJAYA INDAH REGENCY,5278,32907400,157,6234.823796892762,-7.289729,112.7871392
202407,KERTAJAYA INDAH TIMUR,32911,247992600,692,7535.249612591535,-7.2792852,112.7798359
202407,KLAMPIS SACHAROSA,2282,14251900,67,6245.354951796669,-7.2875191,112.7813849
202407,MANYAR KERTOADI,18221,121173100,594,6650.189341968059,-7.2847747,112.7834925
202407,MARINA EMAS,3161,20196600,87,6389.30718127175,-7.2889554,112.802558
202407,MARINA EMAS BARAT,8550,50634400,214,5922.152046783625,-7.2930141,112.8035565
202407,MARINA EMAS SELATAN,1607,9999200,43,6222.277535780959,-7.2893059,112.8029472
202407,MARINA EMAS TENGAH,118,677200,7,5738.983050847458,-7.2940982,112.8051135
202407,MARINA EMAS TIMUR,6431,34299300,196,5333.4318146478,-7.2940982,112.8051135
202407,MARINA EMAS UTARA,1512,6909900,54,4570.039682539683,-7.281512,112.802871
202407,MULYOREJO BARU TEGAL,7703,36214000,167,4701.285213553161,-7.2750916,112.7936262
202407,PERUM ITS,342,1619700,4,4735.964912280701,-7.281111,112.794611
202407,RAYA ITS,5864,52542600,3,8960.197817189632,-7.2757378,112.7927519
202407,RODAH,363,1998200,8,5504.683195592286,-7.279833,112.796322
202407,RODAH BUNTU,162,534800,3,3301.2345679012346,-7.279833,112.796322
202407,RODAH GEBANG,50,70000,1,1400.0,-7.279833,112.796322
202407,RODAH GEBANG PUTIH,65,130700,4,2010.7692307692307,-7.279833,112.796322
202407,RODAH SEKOLAHAN,1277,3765850,42,2948.981989036805,-7.279833,112.796322
202407,TEGAL MULYOREJO,1130,4844500,30,4287.168141592921,-7.2750916,112.7936262
202407,TEGAL MULYOREJO BARU,3,17000,1,5666.666666666667,-7.2750916,112.7936262
202408,ARIF RACHMAN HAKIM,6327,78879500,5,12467.125019756599,-7.288531,112.798155
202408,ASEM PAYUNG,8690,23908350,287,2751.248561565017,-7.2862181,112.7857511
202408,BUMI MARINA EMAS,1040,6257500,35,6016.826923076923,-7.2911441,112.8020775
202408,BUMI MARINA EMAS BARAT,1069,7520000,18,7034.611786716558,-7.2930141,112.8035565
202408,BUMI MARINA EMAS TIMUR,129,749800,8,5812.403100775194,-7.2911441,112.8020775
202408,DESA ASEM PAYUNG,146,928600,1,6360.273972602739,-7.24917,112.75083
202408,GALAXY BUMI PERMAI,25,173000,2,6920.0,-7.2974136,112.7859957
202408,GEBANG,288,3526000,1,12243.055555555555,-7.2886889,112.7846587
202408,GEBANG KIDUL,5279,20778450,148,3936.0579655237734,-7.2826702,112.7873836
202408,GEBANG KIDUL MAWAR,6,42000,1,7000.0,-7.279833,112.796322
202408,GEBANG KIDUL SEPUHAN,481,1684600,18,3502.286902286902,-7.279833,112.796322
202408,GEBANG LOR,6762,25309150,176,3742.84974859509,-7.2810659,112.7878501
202408,GEBANG LOR KANOMAN,815,2495050,25,3061.411042944785,-7.279833,112.796322
202408,GEBANG LOR LENGKONG,46,48500,2,1054.3478260869565,-7.279833,112.796322
202408,GEBANG PUTIH,3183,15593650,59,4899.04178448005,-7.2819247,112.787992
202408,GEBANG PUTIH RODAH,884,3188800,24,3607.239819004525,-7.279833,112.796322
202408,GEBANG RODAH MAWAR,120,583950,3,4866.25,-7.279833,112.796322
202408,GEBANG RODAH SEKOLAHAN,81,526000,1,6493.827160493827,-7.279833,112.796322
202408,GEBANG WETAN,4205,16865450,138,4010.808561236623,-7.2811196,112.7896864
202408,GEBANG WETAN RODAH SEKOLAHAN,24,119000,2,4958.333333333333,-7.279833,112.796322
202408,ITS.HIDRODINAMIKA/KEJ.PT,6,26000,1,4333.333333333333,-7.281111,112.794611
202408,ITS.ILMU PASTI ALAM,615,2708500,15,4404.065040650406,-7.281111,112.794611
202408,ITS.KEPUTIH,705,5905500,12,8376.595744680852,-7.2826954,112.7956782
202408,ITS.TEHNIK ARSITEKTUR,1516,7795800,30,5142.3482849604225,-7.281111,112.794611
202408,ITS.TEHNIK FISIKA,599,2904900,16,4849.582637729549,-7.281111,112.794611
202408,ITS.TEHNIK GEODESI,466,2174800,12,4666.9527896995705,-7.281111,112.794611
202408,ITS.TEHNIK HIDRODINAMIKA,3213,13600400,105,4232.928727046374,-7.281111,112.794611
202408,ITS.TEHNIK HIDRONIKA,41,235600,1,5746.341463414634,-7.281111,112.794611
202408,ITS.TEHNIK HUMANIORA,436,1826400,16,4188.9908256880735,-7.281111,112.794611
202408,ITS.TEHNIK INDUSTRI,765,3773500,13,4932.679738562091,-7.281111,112.794611
202408,ITS.TEHNIK KELAUTAN,322,1255200,14,3898.136645962733,-7.281111,112.794611
202408,ITS.TEHNIK KOMPUTER,7028,29761200,204,4234.661354581674,-7.281111,112.794611
202408,ITS.TEHNIK LINGKUNGAN,667,2879000,17,4316.341829085457,-7.281111,112.794611
202408,ITS.TEHNIK PEMUKIMAN,353,1701800,13,4820.963172804532,-7.281111,112.794611
202408,ITS.TEHNIK PENYEHATAN,535,2444500,14,4569.158878504673,-7.281111,112.794611
202408,ITS.TEHNIK PRANCANGAN,433,1763700,6,4073.2101616628174,-7.281111,112.794611
202408,ITS.TEHNIK SIPIL,3334,15830500,82,4748.200359928014,-7.281111,112.794611
202408,ITS.TEKNIK INDUSTRI,34,197000,1,5794.117647058823,-7.2902398,112.7932773
202408,KEJAWAN,52,74400,1,1430.7692307692307,-7.2774223,112.8057704
202408,KEJAWAN GEBANG,10901,34983050,283,3209.159710118338,-7.2852358,112.8006448
202408,KEJAWAN PUTIH TAMBAK,605,1821850,20,3011.3223140495866,-7.2717595,112.8160468
202408,KEPUTIH,139,1445700,3,10400.719424460432,-7.2896546,112.7805282
202408,KEPUTIH TEGAL,19,167200,1,8800.0,-7.2913962,112.8033252
202408,KEPUTIH UTARA,34,146400,1,4305.882352941177,-7.287331,112.7990127
202408,KERTAJAYA INDAH,1208,11432900,10,9464.32119205298,-7.2792852,112.7798359
202408,KERTAJAYA INDAH  REGENCY,987,6251000,20,6333.333333333333,-7.289729,112.7871392
202408,KERTAJAYA INDAH REGENCY,4492,27726600,157,6172.439893143366,-7.289729,112.7871392
202408,KERTAJAYA INDAH TIMUR,26878,198709700,692,7393.024034526378,-7.2792852,112.7798359
202408,KLAMPIS SACHAROSA,1949,12147100,67,6232.478193945613,-7.2875191,112.7813849
202408,MANYAR KERTOADI,16805,112124300,594,6672.079738173163,-7.2847747,112.7834925
202408,MARINA EMAS,2220,13646200,87,6146.936936936937,-7.2889554,112.802558
202408,MARINA EMAS BARAT,6724,38897100,213,5784.815585960738,-7.2930141,112.8035565
202408,MARINA EMAS SELATAN,1297,7916200,43,6103.469545104086,-7.2893059,112.8029472
202408,MARINA EMAS TENGAH,120,571800,7,4765.0,-7.2940982,112.8051135
202408,MARINA EMAS TIMUR,5646,29025450,198,5140.887353878852,-7.2940982,112.8051135
202408,MARINA EMAS UTARA,1230,5446000,54,4427.642276422765,-7.281512,112.802871
202408,MULYOREJO BARU TEGAL,6135,27503900,167,4483.113284433578,-7.2750916,112.7936262
202408,MULYOSARI UTARA,8,39000,1,4875.0,-7.2619975,112.7977758
202408,PERUM ITS,211,1002500,4,4751.184834123223,-7.281111,112.794611
202408,RAYA ITS,253,2120000,2,8379.446640316206,-7.2757378,112.7927519
202408,RODAH,332,1731000,8,5213.855421686747,-7.279833,112.796322
202408,RODAH BUNTU,138,463300,3,3357.246376811594,-7.279833,112.796322
202408,RODAH GEBANG,44,54400,1,1236.3636363636363,-7.279833,112.796322
202408,RODAH GEBANG PUTIH,49,130400,4,2661.2244897959185,-7.279833,112.796322
202408,RODAH SEKOLAHAN,1145,3213500,42,2806.5502183406115,-7.279833,112.796322
202408,TEGAL MULYOREJO,879,3466450,30,3943.6291240045507,-7.2750916,112.7936262
202408,TEGAL MULYOREJO BARU,3,17000,1,5666.666666666667,-7.2750916,112.7936262
202409,ARIF RACHMAN HAKIM,7451,92929500,5,12472.084283988726,-7.288531,112.798155
202409,ASEM PAYUNG,9264,26383050,288,2847.911269430052,-7.2862181,112.7857511
202409,BUMI MARINA EMAS,1289,7617000,35,5909.231962761831,-7.2911441,112.8020775
202409,BUMI MARINA EMAS BARAT,928,6401400,18,6898.060344827586,-7.2930141,112.8035565
202409,BUMI MARINA EMAS TIMUR,137,819900,8,5984.671532846715,-7.2911441,112.8020775
202409,DESA ASEM PAYUNG,174,1113400,1,6398.850574712644,-7.24917,112.75083
202409,GALAXY BUMI PERMAI,40,202000,2,5050.0,-7.2974136,112.7859957
202409,GEBANG,231,2813500,1,12179.65367965368,-7.2886889,112.7846587
202409,GEBANG KIDUL,5932,22971050,148,3872.3954821308157,-7.2826702,112.7873836
202409,GEBANG KIDUL MAWAR,10,42000,1,4200.0,-7.279833,112.796322
202409,GEBANG KIDUL SEPUHAN,558,1995200,18,3575.6272401433694,-7.279833,112.796322
202409,GEBANG LOR,7047,26847150,177,3809.7275436355894,-7.2810659,112.7878501
202409,GEBANG LOR KANOMAN,839,2232500,25,2660.9058402860546,-7.279833,112.796322
202409,GEBANG LOR LENGKONG,52,67900,2,1305.7692307692307,-7.279833,112.796322
202409,GEBANG PUTIH,3475,17320750,59,4984.3884892086335,-7.2819247,112.787992
202409,GEBANG PUTIH RODAH,1026,3799100,24,3702.8265107212474,-7.279833,112.796322
202409,GEBANG RODAH MAWAR,185,974600,3,5268.108108108108,-7.279833,112.796322
202409,GEBANG RODAH SEKOLAHAN,79,512000,1,6481.012658227848,-7.279833,112.796322
202409,GEBANG WETAN,4633,18450700,138,3982.4519749622277,-7.2811196,112.7896864
202409,GEBANG WETAN RODAH SEKOLAHAN,29,141500,2,4879.310344827586,-7.279833,112.796322
202409,ITS.HIDRODINAMIKA/KEJ.PT,8,26000,1,3250.0,-7.281111,112.794611
202409,ITS.ILMU PASTI ALAM,817,3555700,15,4352.141982864137,-7.281111,112.794611
202409,ITS.KEPUTIH,900,7190400,12,7989.333333333333,-7.2826954,112.7956782
202409,ITS.TEHNIK ARSITEKTUR,1702,8887900,30,5222.032902467685,-7.281111,112.794611
202409,ITS.TEHNIK FISIKA,654,3207600,16,4904.587155963302,-7.281111,112.794611
202409,ITS.TEHNIK GEODESI,483,2335700,12,4835.8178053830225,-7.281111,112.794611
202409,ITS.TEHNIK HIDRODINAMIKA,3508,15025250,105,4283.138540478905,-7.281111,112.794611
202409,ITS.TEHNIK HIDRONIKA,56,334600,1,5975.0,-7.281111,112.794611
202409,ITS.TEHNIK HUMANIORA,510,2147100,16,4210.0,-7.281111,112.794611
202409,ITS.TEHNIK INDUSTRI,819,4083600,13,4986.080586080586,-7.281111,112.794611
202409,ITS.TEHNIK KELAUTAN,404,1650100,13,4084.4059405940593,-7.281111,112.794611
202409,ITS.TEHNIK KOMPUTER,7404,31779300,204,4292.179902755267,-7.281111,112.794611
202409,ITS.TEHNIK LINGKUNGAN,743,3074300,17,4137.685060565276,-7.281111,112.794611
202409,ITS.TEHNIK PEMUKIMAN,370,1782500,13,4817.5675675675675,-7.281111,112.794611
202409,ITS.TEHNIK PENYEHATAN,570,2494300,14,4375.964912280701,-7.281111,112.794611
202409,ITS.TEHNIK PRANCANGAN,379,1529100,6,4034.5646437994724,-7.281111,112.794611
202409,ITS.TEHNIK SIPIL,3536,16927000,82,4787.0475113122175,-7.281111,112.794611
202409,ITS.TEKNIK INDUSTRI,50,309000,1,6180.0,-7.2902398,112.7932773
202409,KEJAWAN,52,74400,1,1430.7692307692307,-7.2774223,112.8057704
202409,KEJAWAN GEBANG,11785,39439200,283,3346.559185405176,-7.2852358,112.8006448
202409,KEJAWAN PUTIH TAMBAK,606,1787200,21,2949.174917491749,-7.2717595,112.8160468
202409,KEPUTIH,149,1514200,3,10162.41610738255,-7.2896546,112.7805282
202409,KEPUTIH TEGAL,21,188500,1,8976.190476190477,-7.2913962,112.8033252
202409,KEPUTIH UTARA,31,126600,1,4083.8709677419356,-7.287331,112.7990127
202409,KERTAJAYA INDAH,1320,12650500,10,9583.712121212122,-7.2792852,112.7798359
202409,KERTAJAYA INDAH  REGENCY,978,6262000,20,6402.862985685071,-7.289729,112.7871392
202409,KERTAJAYA INDAH REGENCY,5101,31719300,158,6218.251323269947,-7.289729,112.7871392
202409,KERTAJAYA INDAH TIMUR,28358,210898000,690,7436.984272515692,-7.2792852,112.7798359
202409,KLAMPIS SACHAROSA,2132,13309500,67,6242.729831144466,-7.2875191,112.7813849
202409,MANYAR KERTOADI,17897,119275000,596,6664.524780689501,-7.2847747,112.7834925
202409,MARINA EMAS,2461,15002300,87,6096.017878911011,-7.2889554,112.802558
202409,MARINA EMAS BARAT,7063,41541300,213,5881.537590259097,-7.2930141,112.8035565
202409,MARINA EMAS SELATAN,1365,8508400,43,6233.260073260073,-7.2893059,112.8029472
202409,MARINA EMAS TENGAH,219,1170600,7,5345.2054794520545,-7.2940982,112.8051135
202409,MARINA EMAS TIMUR,6165,32187500,198,5221.005677210057,-7.2940982,112.8051135
202409,MARINA EMAS UTARA,1323,5919500,54,4474.300831443688,-7.281512,112.802871
202409,MULYOREJO BARU TEGAL,7263,33000500,167,4543.645876359631,-7.2750916,112.7936262
202409,PERUM ITS,350,1628500,4,4652.857142857143,-7.281111,112.794611
202409,RAYA ITS,417,3593600,2,8617.745803357315,-7.2757378,112.7927519
202409,RODAH,367,1876400,8,5112.806539509536,-7.279833,112.796322
202409,RODAH BUNTU,165,574400,3,3481.212121212121,-7.279833,112.796322
202409,RODAH GEBANG,44,54400,1,1236.3636363636363,-7.279833,112.796322
202409,RODAH GEBANG PUTIH,101,270900,4,2682.1782178217823,-7.279833,112.796322
202409,RODAH SEKOLAHAN,1196,3370700,42,2818.3110367892978,-7.279833,112.796322
202409,TEGAL MULYOREJO,919,3604800,30,3922.524483133841,-7.2750916,112.7936262
202409,TEGAL MULYOREJO BARU,4,17000,1,4250.0,-7.2750916,112.7936262
202410,ARIF RACHMAN HAKIM,7732,96442000,5,12473.09881013968,-7.288531,112.798155
202410,ASEM PAYUNG,9724,28004300,289,2879.9156725627313,-7.2862181,112.7857511
202410,BUMI MARINA EMAS,1623,9877900,35,6086.198398028342,-7.2911441,112.8020775
202410,BUMI MARINA EMAS BARAT,1376,9561100,18,6948.4738372093025,-7.2930141,112.8035565
202410,BUMI MARINA EMAS TIMUR,168,1079600,8,6426.190476190476,-7.2911441,112.8020775
