THBL,JALAN,TOTAL_PAKAI,TOTAL_RP,JUMLAH_PELANGGAN,Latitude,Longitude,CLUSTER
202410,MARINA EMAS SELATAN,1626,10202900,43,-7.3073526,112.8011351,0
202410,MARINA EMAS TENGAH,249,1330600,7,-7.2931226,112.8055191,1
202410,MARINA EMAS TIMUR,6965,36968900,198,-7.2889554,112.802558,0
202410,MARINA EMAS UTARA,1522,6948100,54,-7.24917,112.75083,3
202410,MULYOREJO BARU TEGAL,8350,39760750,167,-7.2750916,112.7936262,0
202410,MULYOSARI UTARA,3,39000,1,-7.2619975,112.7977758,1
202410,PERUM ITS,448,2130600,4,-7.281111,112.794611,1
202410,RAYA ITS,424,3647000,2,-7.2757378,112.7927519,1
202410,RODAH,379,1984800,8,-7.279833,112.796322,1
202410,RODAH BUNTU,164,581600,3,-7.279833,112.796322,1
202410,RODAH GEBANG,47,62200,1,-7.279833,112.796322,1
202410,RODAH GEBANG PUTIH,103,301400,4,-7.279833,112.796322,1
202410,RODAH SEKOLAHAN,1343,3987550,42,-7.279833,112.796322,1
202410,TEGAL MULYOREJO,1103,4731500,30,-7.2750916,112.7936262,1
202410,TEGAL MULYOREJO BARU,2,17000,1,-7.2750916,112.7936262,1
202411,ARIF RACHMAN HAKIM,7140,88880000,5,-7.288531,112.798155,0
202411,ASEM PAYUNG,8750,24720500,289,-7.2862181,112.7857511,0
202411,BUMI MARINA EMAS,7194,46678900,35,-7.2911441,112.8020775,0
202411,BUMI MARINA EMAS BARAT,1177,8331100,18,-7.2930141,112.8035565,1
202411,BUMI MARINA EMAS TIMUR,129,775500,7,-7.2911441,112.8020775,1
202411,DESA ASEM PAYUNG,171,1093600,1,-7.24917,112.75083,3
202411,GALAXY BUMI PERMAI,40,202000,2,-7.2987992,112.7836905,0
202411,GEBANG,225,2738500,1,-7.2810659,112.7878501,1
202411,GEBANG KIDUL,6239,25671400,148,-7.2826702,112.7873836,0
202411,GEBANG KIDUL MAWAR,8,42000,1,-7.279833,112.796322,1
202411,GEBANG KIDUL SEPUHAN,483,1739700,18,-7.279833,112.796322,1
202411,GEBANG LOR,7219,28456450,177,-7.2812459,112.7874998,0
202411,GEBANG LOR KANOMAN,891,2562450,25,-7.279833,112.796322,1
202411,GEBANG LOR LENGKONG,59,79300,3,-7.279833,112.796322,1
202411,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202411,GEBANG PUTIH,2717,12914700,60,-7.2847232,112.7851756,0
202411,GEBANG PUTIH RODAH,1060,3936550,24,-7.279833,112.796322,1
202411,GEBANG RODAH BUNTU,4,0,1,-7.279833,112.796322,1
202411,GEBANG RODAH MAWAR,112,490900,3,-7.279833,112.796322,1
202411,GEBANG RODAH SEKOLAHAN,70,449000,1,-7.279833,112.796322,1
202411,GEBANG WETAN,5248,22579300,141,-7.2821858,112.7889758,0
202411,GEBANG WETAN RODAH SEKOLAHAN,31,150500,2,-7.279833,112.796322,1
202411,ITS.HIDRODINAMIKA/KEJ.PT,6,26000,1,-7.281111,112.794611,1
202411,ITS.ILMU PASTI ALAM,853,3765400,15,-7.281111,112.794611,1
202411,ITS.KEPUTIH,783,6423400,12,-7.2788843,112.7903701,1
202411,ITS.TEHNIK ARSITEKTUR,1571,8516400,30,-7.281111,112.794611,1
202411,ITS.TEHNIK FISIKA,659,3224500,16,-7.281111,112.794611,1
202411,ITS.TEHNIK GEODESI,421,1840000,12,-7.281111,112.794611,1
202411,ITS.TEHNIK HIDRODINAMIKA,3609,15548950,105,-7.281111,112.794611,1
202411,ITS.TEHNIK HIDRONIKA,30,163000,1,-7.281111,112.794611,1
202411,ITS.TEHNIK HUMANIORA,566,2438100,16,-7.281111,112.794611,1
202411,ITS.TEHNIK INDUSTRI,811,4066000,13,-7.281111,112.794611,1
202411,ITS.TEHNIK KELAUTAN,305,1172200,13,-7.281111,112.794611,1
202411,ITS.TEHNIK KOMP,57,45600,1,-7.281111,112.794611,1
202411,ITS.TEHNIK KOMPUTER,7399,32525100,204,-7.281111,112.794611,0
202411,ITS.TEHNIK LINGKUNGAN,846,4007200,17,-7.281111,112.794611,1
202411,ITS.TEHNIK PEMUKIMAN,401,1949700,13,-7.281111,112.794611,1
202411,ITS.TEHNIK PENYEHATAN,644,2939200,14,-7.281111,112.794611,1
202411,ITS.TEHNIK PRANCANGAN,285,1174500,6,-7.281111,112.794611,1
202411,ITS.TEHNIK SIPIL,3639,17503600,82,-7.281111,112.794611,1
202411,ITS.TEKNIK INDUSTRI,75,484000,1,-7.2849264,112.7960776,1
202411,KEJAWAN,41,50200,1,-7.2869102,112.8004152,1
202411,KEJAWAN GEBANG,11895,42182450,283,-7.2843409,112.8025697,0
202411,KEJAWAN PUTIH TAMBAK,621,1947850,27,-7.2771141,112.8022547,1
202411,KEPUTIH,150,1477800,4,-7.2987992,112.7836905,0
202411,KEPUTIH TEGAL,22,201000,1,-7.2911063,112.8016511,1
202411,KEPUTIH UTARA,32,133200,1,-7.287331,112.7990127,1
202411,KERTAJAYA INDAH,1063,10799100,10,-7.2891374,112.7622277,0
202411,KERTAJAYA INDAH  REGENCY,921,5786000,20,-7.2897291,112.7871392,0
202411,KERTAJAYA INDAH REGENCY,5049,30880000,158,-7.2897291,112.7871392,0
202411,KERTAJAYA INDAH TIMUR,26538,194300800,690,-7.2781217,112.7735354,2
202411,KLAMPIS SACHAROSA,2035,12546900,67,-7.2875191,112.7813849,0
202411,MANYAR KERTOADI,17303,115761100,595,-7.2820425,112.782479,2
202411,MARINA EMAS,2676,16443900,87,-7.2889554,112.802558,1
202411,MARINA EMAS BARAT,7788,46258000,214,-7.2930141,112.8035565,0
202411,MARINA EMAS SELATAN,1486,9260700,43,-7.3073526,112.8011351,0
202411,MARINA EMAS TENGAH,244,1360000,7,-7.2931226,112.8055191,1
202411,MARINA EMAS TIMUR,6757,36148900,198,-7.2889554,112.802558,0
202411,MARINA EMAS UTARA,1488,6893100,53,-7.24917,112.75083,3
202411,MULYOREJO BARU TEGAL,7280,34362700,167,-7.2750916,112.7936262,1
202411,MULYOSARI UTARA,4,39000,1,-7.2619975,112.7977758,1
202411,PERUM ITS,383,1824100,4,-7.281111,112.794611,1
202411,RAYA ITS,395,3412400,2,-7.2757378,112.7927519,1
202411,RODAH,350,1809050,8,-7.279833,112.796322,1
202411,RODAH BUNTU,139,473000,3,-7.279833,112.796322,1
202411,RODAH GEBANG,39,41400,1,-7.279833,112.796322,1
202411,RODAH GEBANG PUTIH,127,304800,4,-7.279833,112.796322,1
202411,RODAH SEKOLAHAN,1148,3404000,42,-7.279833,112.796322,1
202411,TEGAL MULYOREJO,997,4419200,30,-7.2750916,112.7936262,1
202411,TEGAL MULYOREJO BARU,0,17000,1,-7.2750916,112.7936262,1
202412,ARIF RACHMAN HAKIM,6265,78104500,5,-7.288531,112.798155,0
202412,ASEM PAYUNG,8917,25017850,289,-7.2862181,112.7857511,0
202412,BUMI MARINA EMAS,1522,9224300,35,-7.2911441,112.8020775,1
202412,BUMI MARINA EMAS BARAT,1127,7962200,18,-7.2930141,112.8035565,1
202412,BUMI MARINA EMAS TIMUR,124,742600,7,-7.2911441,112.8020775,1
202412,DESA ASEM PAYUNG,169,1080400,1,-7.24917,112.75083,3
202412,GALAXY BUMI PERMAI,37,180000,2,-7.2987992,112.7836905,0
202412,GEBANG,330,4051000,1,-7.2810659,112.7878501,1
202412,GEBANG KIDUL,6404,27016450,148,-7.2826702,112.7873836,0
202412,GEBANG KIDUL MAWAR,7,42000,1,-7.279833,112.796322,1
202412,GEBANG KIDUL SEPUHAN,471,1674900,18,-7.279833,112.796322,1
202412,GEBANG LOR,7501,29846400,177,-7.2812459,112.7874998,0
202412,GEBANG LOR KANOMAN,852,2292850,25,-7.279833,112.796322,1
202412,GEBANG LOR LENGKONG,58,99500,3,-7.279833,112.796322,1
202412,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202412,GEBANG PUTIH,2888,13788300,60,-7.2847232,112.7851756,0
202412,GEBANG PUTIH RODAH,1131,4349200,24,-7.279833,112.796322,1
202412,GEBANG RODAH BUNTU,7,0,1,-7.279833,112.796322,1
202412,GEBANG RODAH MAWAR,101,463450,3,-7.279833,112.796322,1
202412,GEBANG RODAH SEKOLAHAN,63,400000,1,-7.279833,112.796322,1
202412,GEBANG WETAN,5258,22632150,141,-7.2821858,112.7889758,0
202412,GEBANG WETAN RODAH SEKOLAHAN,24,119000,2,-7.279833,112.796322,1
202412,ITS.HIDRODINAMIKA/KEJ.PT,4,26000,1,-7.281111,112.794611,1
202412,ITS.ILMU PASTI ALAM,889,3918400,15,-7.281111,112.794611,1
202412,ITS.KEPUTIH,753,6372300,12,-7.2788843,112.7903701,1
202412,ITS.TEHNIK ARSITEKTUR,1566,8487000,30,-7.281111,112.794611,1
202412,ITS.TEHNIK FISIKA,620,3040000,16,-7.281111,112.794611,1
202412,ITS.TEHNIK GEODESI,566,2455900,12,-7.281111,112.794611,1
202412,ITS.TEHNIK HIDRODINAMIKA,3567,15538150,105,-7.281111,112.794611,1
202412,ITS.TEHNIK HIDRONIKA,39,222400,1,-7.281111,112.794611,1
202412,ITS.TEHNIK HUMANIORA,546,2382300,16,-7.281111,112.794611,1
202412,ITS.TEHNIK INDUSTRI,837,4230100,13,-7.281111,112.794611,1
202412,ITS.TEHNIK KELAUTAN,288,1131100,13,-7.281111,112.794611,1
202412,ITS.TEHNIK KOMP,61,48800,1,-7.281111,112.794611,1
202412,ITS.TEHNIK KOMPUTER,7250,31797700,204,-7.281111,112.794611,0
202412,ITS.TEHNIK LINGKUNGAN,819,3907400,17,-7.281111,112.794611,1
202412,ITS.TEHNIK PEMUKIMAN,387,1884100,13,-7.281111,112.794611,1
202412,ITS.TEHNIK PENYEHATAN,602,2779300,14,-7.281111,112.794611,1
202412,ITS.TEHNIK PRANCANGAN,270,1098000,6,-7.281111,112.794611,1
202412,ITS.TEHNIK SIPIL,3735,18159400,82,-7.281111,112.794611,1
202412,ITS.TEKNIK INDUSTRI,56,351000,1,-7.2849264,112.7960776,1
202412,KEJAWAN,52,74400,1,-7.2869102,112.8004152,1
202412,KEJAWAN GEBANG,11465,39977700,283,-7.2843409,112.8025697,0
202412,KEJAWAN PUTIH TAMBAK,713,2254250,28,-7.2771141,112.8022547,1
202412,KEPUTIH,149,1568100,4,-7.2987992,112.7836905,0
202412,KEPUTIH TEGAL,32,326000,1,-7.2911063,112.8016511,1
202412,KEPUTIH UTARA,27,100200,1,-7.287331,112.7990127,1
202412,KERTAJAYA INDAH,1068,10767100,10,-7.2891374,112.7622277,0
202412,KERTAJAYA INDAH  REGENCY,822,5104000,20,-7.2897291,112.7871392,0
202412,KERTAJAYA INDAH REGENCY,5118,31649000,159,-7.2897291,112.7871392,0
202412,KERTAJAYA INDAH TIMUR,26272,194215800,690,-7.2781217,112.7735354,2
202412,KLAMPIS SACHAROSA,2078,12744600,67,-7.2875191,112.7813849,0
202412,MANYAR KERTOADI,17420,116519000,596,-7.2820425,112.782479,2
202412,MARINA EMAS,2539,15426300,87,-7.2889554,112.802558,1
202412,MARINA EMAS BARAT,7886,47262100,214,-7.2930141,112.8035565,0
202412,MARINA EMAS SELATAN,1467,9045400,43,-7.3073526,112.8011351,0
202412,MARINA EMAS TENGAH,297,1564700,7,-7.2931226,112.8055191,1
202412,MARINA EMAS TIMUR,6725,36861450,198,-7.2889554,112.802558,0
202412,MARINA EMAS UTARA,1621,7538100,54,-7.24917,112.75083,3
202412,MULYOREJO BARU TEGAL,7719,36657900,166,-7.2750916,112.7936262,0
202412,MULYOSARI UTARA,3,39000,1,-7.2619975,112.7977758,1
202412,PERUM ITS,427,2023400,4,-7.281111,112.794611,1
202412,RAYA ITS,435,3767600,2,-7.2757378,112.7927519,1
202412,RODAH,317,1604700,8,-7.279833,112.796322,1
202412,RODAH BUNTU,145,497400,3,-7.279833,112.796322,1
202412,RODAH GEBANG,49,67400,1,-7.279833,112.796322,1
202412,RODAH GEBANG PUTIH,115,279300,4,-7.279833,112.796322,1
202412,RODAH SEKOLAHAN,1319,3933300,43,-7.279833,112.796322,1
202412,TEGAL MULYOREJO,963,4197000,30,-7.2750916,112.7936262,1
202412,TEGAL MULYOREJO BARU,0,17000,1,-7.2750916,112.7936262,1
202501,ARIF RACHMAN HAKIM,8427,105129500,5,-7.288531,112.798155,0
202501,ASEM PAYUNG,9711,28252100,289,-7.2862181,112.7857511,0
202501,BUMI MARINA EMAS,1542,9284800,35,-7.2911441,112.8020775,1
202501,BUMI MARINA EMAS BARAT,1225,8593900,18,-7.2930141,112.8035565,1
202501,BUMI MARINA EMAS TIMUR,127,762100,7,-7.2911441,112.8020775,1
202501,DESA ASEM PAYUNG,182,1166200,1,-7.24917,112.75083,3
202501,GALAXY BUMI PERMAI,32,150000,2,-7.2987992,112.7836905,0
202501,GEBANG,359,4413500,1,-7.2810659,112.7878501,1
202501,GEBANG KIDUL,7044,27561250,148,-7.2826702,112.7873836,0
202501,GEBANG KIDUL MAWAR,12,53000,1,-7.279833,112.796322,1
202501,GEBANG KIDUL SEPUHAN,566,2125900,18,-7.279833,112.796322,1
202501,GEBANG LOR,8071,31814600,178,-7.2812459,112.7874998,0
202501,GEBANG LOR KANOMAN,992,2822900,25,-7.279833,112.796322,1
202501,GEBANG LOR LENGKONG,66,121500,3,-7.279833,112.796322,1
202501,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202501,GEBANG PUTIH,3311,16504200,60,-7.2847232,112.7851756,0
202501,GEBANG PUTIH RODAH,1229,4663900,24,-7.279833,112.796322,1
202501,GEBANG RODAH BUNTU,6,0,1,-7.279833,112.796322,1
202501,GEBANG RODAH MAWAR,135,640800,3,-7.279833,112.796322,1
202501,GEBANG RODAH SEKOLAHAN,69,442000,1,-7.279833,112.796322,1
202501,GEBANG WETAN,5602,23911600,142,-7.2821858,112.7889758,0
202501,GEBANG WETAN RODAH SEKOLAHAN,27,132500,2,-7.279833,112.796322,1
202501,ITS.HIDRODINAMIKA/KEJ.PT,4,26000,1,-7.281111,112.794611,1
202501,ITS.ILMU PASTI ALAM,923,4080700,15,-7.281111,112.794611,1
202501,ITS.KEPUTIH,703,5783200,12,-7.2788843,112.7903701,1
202501,ITS.TEHNIK ARSITEKTUR,1743,9315200,30,-7.281111,112.794611,1
202501,ITS.TEHNIK FISIKA,686,3348400,16,-7.281111,112.794611,1
202501,ITS.TEHNIK GEODESI,540,2383000,12,-7.281111,112.794611,1
202501,ITS.TEHNIK HIDRODINAMIKA,3723,16294900,105,-7.281111,112.794611,1
202501,ITS.TEHNIK HIDRONIKA,2,42000,1,-7.281111,112.794611,1
202501,ITS.TEHNIK HUMANIORA,604,2619300,16,-7.281111,112.794611,1
202501,ITS.TEHNIK INDUSTRI,1046,5394100,13,-7.281111,112.794611,1
202501,ITS.TEHNIK KELAUTAN,304,1165300,13,-7.281111,112.794611,1
202501,ITS.TEHNIK KOMP,51,40800,1,-7.281111,112.794611,1
202501,ITS.TEHNIK KOMPUTER,7756,34313400,204,-7.281111,112.794611,0
202501,ITS.TEHNIK LINGKUNGAN,710,2850300,17,-7.281111,112.794611,1
202501,ITS.TEHNIK PEMUKIMAN,375,1856100,13,-7.281111,112.794611,1
202501,ITS.TEHNIK PENYEHATAN,643,3006400,14,-7.281111,112.794611,1
202501,ITS.TEHNIK PRANCANGAN,298,1185000,6,-7.281111,112.794611,1
202501,ITS.TEHNIK SIPIL,3844,18795900,82,-7.281111,112.794611,1
202501,ITS.TEKNIK INDUSTRI,74,477000,1,-7.2849264,112.7960776,1
202501,KEJAWAN,64,100800,1,-7.2869102,112.8004152,1
202501,KEJAWAN GEBANG,12820,44669350,285,-7.2843409,112.8025697,0
202501,KEJAWAN PUTIH TAMBAK,818,2592650,29,-7.2771141,112.8022547,1
202501,KEPUTIH,232,2547500,4,-7.2987992,112.7836905,0
202501,KEPUTIH TEGAL,25,238500,1,-7.2911063,112.8016511,1
202501,KEPUTIH UTARA,37,166200,1,-7.287331,112.7990127,1
202501,KERTAJAYA INDAH,1178,12239000,10,-7.2891374,112.7622277,0
202501,KERTAJAYA INDAH  REGENCY,824,5238000,20,-7.2897291,112.7871392,0
202501,KERTAJAYA INDAH REGENCY,5104,31903000,158,-7.2897291,112.7871392,0
202501,KERTAJAYA INDAH TIMUR,27148,201072900,690,-7.2781217,112.7735354,2
202501,KLAMPIS SACHAROSA,2225,13814000,67,-7.2875191,112.7813849,0
202501,MANYAR KERTOADI,18701,125799200,597,-7.2820425,112.782479,2
202501,MARINA EMAS,2810,17459800,87,-7.2889554,112.802558,1
202501,MARINA EMAS BARAT,7805,46874300,214,-7.2930141,112.8035565,0
202501,MARINA EMAS SELATAN,1665,10232500,43,-7.3073526,112.8011351,0
202501,MARINA EMAS TENGAH,282,1550500,7,-7.2931226,112.8055191,1
202501,MARINA EMAS TIMUR,7406,40238200,198,-7.2889554,112.802558,0
202501,MARINA EMAS UTARA,1703,7991700,54,-7.24917,112.75083,3
202501,MULYOREJO BARU TEGAL,8326,39131400,167,-7.2750916,112.7936262,0
202501,MULYOSARI UTARA,2,39000,1,-7.2619975,112.7977758,1
202501,PERUM ITS,341,1661400,4,-7.281111,112.794611,1
202501,RAYA ITS,354,3026600,2,-7.2757378,112.7927519,1
202501,RODAH,347,1738700,8,-7.279833,112.796322,1
202501,RODAH BUNTU,169,589800,3,-7.279833,112.796322,1
202501,RODAH GEBANG,50,70000,1,-7.279833,112.796322,1
202501,RODAH GEBANG PUTIH,111,298900,4,-7.279833,112.796322,1
202501,RODAH SEKOLAHAN,1288,4159900,43,-7.279833,112.796322,1
202501,TEGAL MULYOREJO,1069,4689450,30,-7.2750916,112.7936262,1
202501,TEGAL MULYOREJO BARU,0,17000,1,-7.2750916,112.7936262,1
202502,ARIF RACHMAN HAKIM,7497,92808700,6,-7.288531,112.798155,0
202502,ARIF RAHMAN HAKIM 138-142,10,39000,1,-7.288531,112.798155,1
202502,ASEM PAYUNG,9057,25278900,292,-7.2862181,112.7857511,0
202502,BUMI MARINA EMAS,1197,7191600,35,-7.2911441,112.8020775,1
202502,BUMI MARINA EMAS BARAT,729,5323600,18,-7.2930141,112.8035565,1
202502,BUMI MARINA EMAS TIMUR,87,487700,7,-7.2911441,112.8020775,1
202502,DESA ASEM PAYUNG,189,1212400,1,-7.24917,112.75083,3
202502,GALAXY BUMI PERMAI,31,144000,2,-7.2987992,112.7836905,0
202502,GEBANG,358,4401000,1,-7.2810659,112.7878501,1
202502,GEBANG KIDUL,4997,19462450,150,-7.2826702,112.7873836,0
202502,GEBANG KIDUL MAWAR,9,42000,1,-7.279833,112.796322,1
202502,GEBANG KIDUL SEPUHAN,472,1646500,18,-7.279833,112.796322,1
202502,GEBANG LOR,6653,23962350,178,-7.2812459,112.7874998,0
202502,GEBANG LOR KANOMAN,755,2034300,25,-7.279833,112.796322,1
202502,GEBANG LOR LENGKONG,76,127100,3,-7.279833,112.796322,1
202502,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202502,GEBANG PUTIH,2828,13534250,61,-7.2847232,112.7851756,0
202502,GEBANG PUTIH RODAH,885,3236550,24,-7.279833,112.796322,1
202502,GEBANG RODAH BUNTU,5,0,1,-7.279833,112.796322,1
202502,GEBANG RODAH MAWAR,107,492300,3,-7.279833,112.796322,1
202502,GEBANG RODAH SEKOLAHAN,61,386000,1,-7.279833,112.796322,1
202502,GEBANG WETAN,4208,16317450,142,-7.2821858,112.7889758,0
202502,GEBANG WETAN RODAH SEKOLAHAN,13,77900,2,-7.279833,112.796322,1
202502,ITS.HIDRODINAMIKA/KEJ.PT,2,26000,1,-7.281111,112.794611,1
202502,ITS.ILMU PASTI ALAM,834,3569200,15,-7.281111,112.794611,1
202502,ITS.KEPUTIH,507,3525400,12,-7.2788843,112.7903701,1
202502,ITS.TEHNIK ARSITEKTUR,1372,6919400,30,-7.281111,112.794611,1
202502,ITS.TEHNIK FISIKA,586,2837300,15,-7.281111,112.794611,1
202502,ITS.TEHNIK GEODESI,294,1187500,12,-7.281111,112.794611,1
202502,ITS.TEHNIK HIDRODINAMIKA,2822,11365250,105,-7.281111,112.794611,1
202502,ITS.TEHNIK HIDRONIKA,8,42000,1,-7.281111,112.794611,1
202502,ITS.TEHNIK HUMANIORA,520,2140200,16,-7.281111,112.794611,1
202502,ITS.TEHNIK INDUSTRI,726,3541200,13,-7.281111,112.794611,1
202502,ITS.TEHNIK KELAUTAN,263,979600,13,-7.281111,112.794611,1
202502,ITS.TEHNIK KOMP,42,33600,1,-7.281111,112.794611,1
202502,ITS.TEHNIK KOMPUTER,6651,28238800,204,-7.281111,112.794611,0
202502,ITS.TEHNIK LINGKUNGAN,519,1947400,18,-7.281111,112.794611,1
202502,ITS.TEHNIK PEMUKIMAN,255,1188700,13,-7.281111,112.794611,1
202502,ITS.TEHNIK PENYEHATAN,583,2855300,15,-7.281111,112.794611,1
202502,ITS.TEHNIK PRANCANGAN,324,1306500,6,-7.281111,112.794611,1
202502,ITS.TEHNIK SIPIL,2897,13350500,82,-7.281111,112.794611,1
202502,ITS.TEKNIK INDUSTRI,44,267000,1,-7.2849264,112.7960776,1
202502,KEJAWAN,50,70000,1,-7.2869102,112.8004152,1
202502,KEJAWAN GEBANG,11025,34665900,288,-7.2843409,112.8025697,0
202502,KEJAWAN PUTIH TAMBAK,704,2233000,29,-7.2771141,112.8022547,1
202502,KEPUTIH,178,1939500,4,-7.2987992,112.7836905,0
202502,KEPUTIH TEGAL,24,226000,1,-7.2911063,112.8016511,1
202502,KEPUTIH UTARA,53,271800,1,-7.287331,112.7990127,1
202502,KERTAJAYA INDAH,1128,11936000,10,-7.2891374,112.7622277,0
202502,KERTAJAYA INDAH  REGENCY,759,4791000,20,-7.2897291,112.7871392,0
202502,KERTAJAYA INDAH REGENCY,4473,27847000,158,-7.2897291,112.7871392,0
202502,KERTAJAYA INDAH TIMUR,24448,181104400,690,-7.2781217,112.7735354,2
202502,KLAMPIS SACHAROSA,1900,11783500,67,-7.2875191,112.7813849,0
202502,MANYAR KERTOADI,16279,108104400,597,-7.2820425,112.782479,2
202502,MARINA EMAS,2304,14287000,86,-7.2889554,112.802558,1
202502,MARINA EMAS BARAT,5998,36102800,214,-7.2930141,112.8035565,0
202502,MARINA EMAS SELATAN,1204,7447900,43,-7.3073526,112.8011351,0
202502,MARINA EMAS TENGAH,169,849000,7,-7.2931226,112.8055191,1
202502,MARINA EMAS TIMUR,5014,25552650,198,-7.2889554,112.802558,0
202502,MARINA EMAS UTARA,2078,11230300,54,-7.24917,112.75083,3
202502,MULYOREJO BARU TEGAL,6681,30597700,167,-7.2750916,112.7936262,1
202502,MULYOSARI UTARA,1,39000,1,-7.2619975,112.7977758,1
202502,PERUM ITS,112,581400,4,-7.281111,112.794611,1
202502,RAYA ITS,3022,26993400,3,-7.2757378,112.7927519,1
202502,RODAH,341,1630300,8,-7.279833,112.796322,1
202502,RODAH BUNTU,144,478600,3,-7.279833,112.796322,1
202502,RODAH GEBANG,53,77800,1,-7.279833,112.796322,1
202502,RODAH GEBANG PUTIH,77,169700,4,-7.279833,112.796322,1
202502,RODAH SEKOLAHAN,1037,3087500,43,-7.279833,112.796322,1
202502,TEGAL MULYOREJO,814,3023800,30,-7.2750916,112.7936262,1
202502,TEGAL MULYOREJO BARU,0,17000,1,-7.2750916,112.7936262,1
202503,ARIF RACHMAN HAKIM,6863,84728700,7,-7.288531,112.798155,0
202503,ARIF RAHMAN HAKIM 138-142,0,39000,1,-7.288531,112.798155,1
202503,ASEM PAYUNG,8953,25385800,292,-7.2862181,112.7857511,0
202503,BUMI MARINA EMAS,1389,8257600,35,-7.2911441,112.8020775,1
202503,BUMI MARINA EMAS BARAT,677,5115100,18,-7.2930141,112.8035565,1
202503,BUMI MARINA EMAS TIMUR,99,573700,7,-7.2911441,112.8020775,1
202503,DESA ASEM PAYUNG,205,1318000,1,-7.24917,112.75083,3
202503,GALAXY BUMI PERMAI,32,150000,2,-7.2987992,112.7836905,0
202503,GEBANG,471,5813500,1,-7.2810659,112.7878501,1
202503,GEBANG KIDUL,5657,21179300,150,-7.2826702,112.7873836,0
202503,GEBANG KIDUL MAWAR,4,42000,1,-7.279833,112.796322,1
202503,GEBANG KIDUL SEPUHAN,495,1739950,18,-7.279833,112.796322,1
202503,GEBANG LOR,7041,25736700,178,-7.2812459,112.7874998,0
202503,GEBANG LOR KANOMAN,845,2312400,25,-7.279833,112.796322,1
202503,GEBANG LOR LENGKONG,79,130400,3,-7.279833,112.796322,1
202503,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202503,GEBANG PUTIH,3025,14850050,61,-7.2847232,112.7851756,0
202503,GEBANG PUTIH RODAH,1059,3974350,24,-7.279833,112.796322,1
202503,GEBANG RODAH BUNTU,7,0,1,-7.279833,112.796322,1
202503,GEBANG RODAH MAWAR,111,510900,3,-7.279833,112.796322,1
202503,GEBANG RODAH SEKOLAHAN,54,337000,1,-7.279833,112.796322,1
202503,GEBANG WETAN,4388,17244450,143,-7.2821858,112.7889758,0
202503,GEBANG WETAN RODAH SEKOLAHAN,21,105500,2,-7.279833,112.796322,1
202503,ITS.HIDRODINAMIKA/KEJ.PT,1,26000,1,-7.281111,112.794611,1
202503,ITS.ILMU PASTI ALAM,917,3987100,15,-7.281111,112.794611,1
202503,ITS.KEPUTIH,519,3587100,12,-7.2788843,112.7903701,1
202503,ITS.TEHNIK ARSITEKTUR,1863,9323500,30,-7.281111,112.794611,1
202503,ITS.TEHNIK FISIKA,677,3208100,15,-7.281111,112.794611,1
202503,ITS.TEHNIK GEODESI,385,1591300,12,-7.281111,112.794611,1
202503,ITS.TEHNIK HIDRODINAMIKA,3117,12793500,105,-7.281111,112.794611,1
202503,ITS.TEHNIK HIDRONIKA,35,196000,1,-7.281111,112.794611,1
202503,ITS.TEHNIK HUMANIORA,503,2075400,16,-7.281111,112.794611,1
202503,ITS.TEHNIK INDUSTRI,915,4739200,13,-7.281111,112.794611,1
202503,ITS.TEHNIK KELAUTAN,254,960700,13,-7.281111,112.794611,1
202503,ITS.TEHNIK KOMP,44,35200,1,-7.281111,112.794611,1
202503,ITS.TEHNIK KOMPUTER,6812,28878800,204,-7.281111,112.794611,0
202503,ITS.TEHNIK LINGKUNGAN,504,1887700,18,-7.281111,112.794611,1
202503,ITS.TEHNIK PEMUKIMAN,272,1303500,13,-7.281111,112.794611,1
202503,ITS.TEHNIK PENYEHATAN,618,3065100,15,-7.281111,112.794611,1
202503,ITS.TEHNIK PRANCANGAN,305,1216500,6,-7.281111,112.794611,1
202503,ITS.TEHNIK SIPIL,3297,15683900,82,-7.281111,112.794611,1
202503,ITS.TEKNIK INDUSTRI,47,288000,1,-7.2849264,112.7960776,1
202503,KEJAWAN,52,74400,1,-7.2869102,112.8004152,1
202503,KEJAWAN GEBANG,11415,36609600,288,-7.2843409,112.8025697,0
202503,KEJAWAN PUTIH TAMBAK,785,2468300,29,-7.2771141,112.8022547,1
202503,KEPUTIH,165,1712500,4,-7.2987992,112.7836905,0
202503,KEPUTIH TEGAL,26,251000,1,-7.2911063,112.8016511,1
202503,KEPUTIH UTARA,55,285000,1,-7.287331,112.7990127,1
202503,KERTAJAYA INDAH,1216,12620800,10,-7.2891374,112.7622277,0
202503,KERTAJAYA INDAH  REGENCY,951,6149000,20,-7.2897291,112.7871392,0
202503,KERTAJAYA INDAH REGENCY,4823,30124000,157,-7.2897291,112.7871392,0
202503,KERTAJAYA INDAH TIMUR,27248,204930200,690,-7.2781217,112.7735354,2
202503,KLAMPIS SACHAROSA,1965,12124900,67,-7.2875191,112.7813849,0
202503,MANYAR KERTOADI,16815,112024300,597,-7.2820425,112.782479,2
