THBL,JALAN,TOTAL_PAKAI,TOTAL_RP,JUMLAH_PELANGGAN,Latitude,Longitude,CLUSTER
202405,MARINA EMAS SELATAN,1457,9039800,43,-7.3073526,112.8011351,0
202405,MARINA EMAS TENGAH,100,572000,7,-7.2931226,112.8055191,1
202405,MARINA EMAS TIMUR,6693,36108500,196,-7.2889554,112.802558,0
202405,MARINA EMAS UTARA,1368,6284500,54,-7.24917,112.75083,3
202405,MULYOREJO BARU TEGAL,7484,34564300,166,-7.2750916,112.7936262,1
202405,MULYOSARI UTARA,3,39000,1,-7.2619975,112.7977758,1
202405,PERUM ITS,387,1828400,4,-7.281111,112.794611,1
202405,RAYA ITS,6744,60443400,3,-7.2757378,112.7927519,1
202405,RODAH,326,1799500,8,-7.279833,112.796322,1
202405,RODAH BUNTU,332,1325900,3,-7.279833,112.796322,1
202405,RODAH GEBANG,46,59600,1,-7.279833,112.796322,1
202405,RODAH GEBANG PUTIH,67,125200,4,-7.279833,112.796322,1
202405,RODAH SEKOLAHAN,1220,3715950,42,-7.279833,112.796322,1
202405,TEGAL MULYOREJO,1078,4539400,30,-7.2750916,112.7936262,1
202405,TEGAL MULYOREJO BARU,0,17000,1,-7.2750916,112.7936262,1
202406,ARIF RACHMAN HAKIM,6636,82742000,5,-7.288531,112.798155,0
202406,ASEM PAYUNG,8873,22720500,286,-7.2862181,112.7857511,0
202406,BUMI MARINA EMAS,1481,9226400,34,-7.2911441,112.8020775,1
202406,BUMI MARINA EMAS BARAT,843,6093000,18,-7.2930141,112.8035565,1
202406,BUMI MARINA EMAS TIMUR,153,892500,8,-7.2911441,112.8020775,1
202406,DESA ASEM PAYUNG,151,961600,1,-7.24917,112.75083,3
202406,GALAXY BUMI PERMAI,41,213000,2,-7.2987992,112.7836905,0
202406,GEBANG,465,5738500,1,-7.2810659,112.7878501,1
202406,GEBANG KIDUL,6249,24995150,148,-7.2826702,112.7873836,0
202406,GEBANG KIDUL MAWAR,6,42000,1,-7.279833,112.796322,1
202406,GEBANG KIDUL SEPUHAN,422,1491900,18,-7.279833,112.796322,1
202406,GEBANG LOR,6758,25760850,175,-7.2812459,112.7874998,0
202406,GEBANG LOR KANOMAN,845,2430050,25,-7.279833,112.796322,1
202406,GEBANG LOR LENGKONG,49,22800,2,-7.279833,112.796322,1
202406,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202406,GEBANG PUTIH,3869,19092800,58,-7.2847232,112.7851756,0
202406,GEBANG PUTIH RODAH,986,3422200,24,-7.279833,112.796322,1
202406,GEBANG RODAH BUNTU,6,0,1,-7.279833,112.796322,1
202406,GEBANG RODAH MAWAR,132,625750,3,-7.279833,112.796322,1
202406,GEBANG RODAH SEKOLAHAN,77,498000,1,-7.279833,112.796322,1
202406,GEBANG WETAN,4551,18970950,137,-7.2821858,112.7889758,0
202406,GEBANG WETAN RODAH SEKOLAHAN,36,173000,2,-7.279833,112.796322,1
202406,ITS.HIDRODINAMIKA/KEJ.PT,13,35900,1,-7.281111,112.794611,1
202406,ITS.ILMU PASTI ALAM,667,2936500,15,-7.281111,112.794611,1
202406,ITS.KEPUTIH,660,4681400,13,-7.2788843,112.7903701,1
202406,ITS.TEHNIK ARSITEKTUR,1567,8180500,30,-7.281111,112.794611,1
202406,ITS.TEHNIK FISIKA,547,2555500,16,-7.281111,112.794611,1
202406,ITS.TEHNIK GEODESI,577,2658200,12,-7.281111,112.794611,1
202406,ITS.TEHNIK HIDRODINAMIKA,3232,13488600,105,-7.281111,112.794611,1
202406,ITS.TEHNIK HIDRONIKA,30,163000,1,-7.281111,112.794611,1
202406,ITS.TEHNIK HUMANIORA,496,2089500,16,-7.281111,112.794611,1
202406,ITS.TEHNIK INDUSTRI,741,3593000,13,-7.281111,112.794611,1
202406,ITS.TEHNIK KELAUTAN,363,1460400,14,-7.281111,112.794611,1
202406,ITS.TEHNIK KOMP,43,34400,1,-7.281111,112.794611,1
202406,ITS.TEHNIK KOMPUTER,7068,30451700,204,-7.281111,112.794611,0
202406,ITS.TEHNIK LINGKUNGAN,773,3669400,17,-7.281111,112.794611,1
202406,ITS.TEHNIK PEMUKIMAN,375,1799700,13,-7.281111,112.794611,1
202406,ITS.TEHNIK PENYEHATAN,510,2374400,14,-7.281111,112.794611,1
202406,ITS.TEHNIK PRANCANGAN,285,1108500,6,-7.281111,112.794611,1
202406,ITS.TEHNIK SIPIL,3318,15345700,82,-7.281111,112.794611,1
202406,ITS.TEKNIK INDUSTRI,43,260000,1,-7.2849264,112.7960776,1
202406,KEJAWAN,53,76600,1,-7.2869102,112.8004152,1
202406,KEJAWAN GEBANG,10645,34642600,278,-7.2843409,112.8025697,0
202406,KEJAWAN PUTIH TAMBAK,573,1653600,20,-7.2771141,112.8022547,1
202406,KEPUTIH,141,1372500,3,-7.2987992,112.7836905,0
202406,KEPUTIH TEGAL,17,149600,1,-7.2911063,112.8016511,1
202406,KEPUTIH UTARA,30,120000,1,-7.287331,112.7990127,1
202406,KERTAJAYA INDAH,1047,10630500,10,-7.2891374,112.7622277,0
202406,KERTAJAYA INDAH  REGENCY,791,4889000,20,-7.2897291,112.7871392,0
202406,KERTAJAYA INDAH REGENCY,4388,27098000,157,-7.2897291,112.7871392,0
202406,KERTAJAYA INDAH TIMUR,24792,182364500,690,-7.2781217,112.7735354,2
202406,KLAMPIS SACHAROSA,1888,11559000,67,-7.2875191,112.7813849,0
202406,MANYAR KERTOADI,16459,109418200,594,-7.2820425,112.782479,2
202406,MARINA EMAS,2072,12745700,87,-7.2889554,112.802558,1
202406,MARINA EMAS BARAT,7150,41969300,215,-7.2930141,112.8035565,0
202406,MARINA EMAS SELATAN,1307,8148300,43,-7.3073526,112.8011351,0
202406,MARINA EMAS TENGAH,122,715000,7,-7.2931226,112.8055191,1
202406,MARINA EMAS TIMUR,5900,31414550,196,-7.2889554,112.802558,0
202406,MARINA EMAS UTARA,1337,6002300,54,-7.24917,112.75083,3
202406,MULYOREJO BARU TEGAL,6807,31582450,167,-7.2750916,112.7936262,1
202406,MULYOSARI UTARA,5,39000,1,-7.2619975,112.7977758,1
202406,PERUM ITS,310,1466900,4,-7.281111,112.794611,1
202406,RAYA ITS,4880,43713000,3,-7.2757378,112.7927519,1
202406,RODAH,322,1829400,8,-7.279833,112.796322,1
202406,RODAH BUNTU,245,977800,3,-7.279833,112.796322,1
202406,RODAH GEBANG,48,64800,1,-7.279833,112.796322,1
202406,RODAH GEBANG PUTIH,47,85600,4,-7.279833,112.796322,1
202406,RODAH SEKOLAHAN,1166,3498050,42,-7.279833,112.796322,1
202406,TEGAL MULYOREJO,970,4154250,30,-7.2750916,112.7936262,1
202406,TEGAL MULYOREJO BARU,0,17000,1,-7.2750916,112.7936262,1
202407,ARIF RACHMAN HAKIM,7691,95929500,5,-7.288531,112.798155,0
202407,ASEM PAYUNG,10029,27773550,286,-7.2862181,112.7857511,0
202407,BUMI MARINA EMAS,1406,8739100,34,-7.2911441,112.8020775,1
202407,BUMI MARINA EMAS BARAT,1483,10415000,18,-7.2930141,112.8035565,1
202407,BUMI MARINA EMAS TIMUR,192,1191800,7,-7.2911441,112.8020775,1
202407,DESA ASEM PAYUNG,174,1113400,1,-7.24917,112.75083,3
202407,GALAXY BUMI PERMAI,65,373000,2,-7.2987992,112.7836905,0
202407,GEBANG,701,8688500,1,-7.2810659,112.7878501,1
202407,GEBANG KIDUL,6958,28040050,148,-7.2826702,112.7873836,0
202407,GEBANG KIDUL MAWAR,7,42000,1,-7.279833,112.796322,1
202407,GEBANG KIDUL SEPUHAN,634,2230550,18,-7.279833,112.796322,1
202407,GEBANG LOR,8037,30942050,175,-7.2812459,112.7874998,0
202407,GEBANG LOR KANOMAN,978,3195250,25,-7.279833,112.796322,1
202407,GEBANG LOR LENGKONG,61,42800,2,-7.279833,112.796322,1
202407,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202407,GEBANG PUTIH,3867,18771300,58,-7.2847232,112.7851756,0
202407,GEBANG PUTIH RODAH,1083,4033450,24,-7.279833,112.796322,1
202407,GEBANG RODAH BUNTU,6,0,1,-7.279833,112.796322,1
202407,GEBANG RODAH MAWAR,141,689300,3,-7.279833,112.796322,1
202407,GEBANG RODAH SEKOLAHAN,92,603000,1,-7.279833,112.796322,1
202407,GEBANG WETAN,5344,22474800,137,-7.2821858,112.7889758,0
202407,GEBANG WETAN RODAH SEKOLAHAN,34,164000,2,-7.279833,112.796322,1
202407,ITS.HIDRODINAMIKA/KEJ.PT,12,32600,1,-7.281111,112.794611,1
202407,ITS.ILMU PASTI ALAM,689,3018400,15,-7.281111,112.794611,1
202407,ITS.KEPUTIH,788,5429500,13,-7.2788843,112.7903701,1
202407,ITS.TEHNIK ARSITEKTUR,1779,9329300,30,-7.281111,112.794611,1
202407,ITS.TEHNIK FISIKA,729,3623200,16,-7.281111,112.794611,1
202407,ITS.TEHNIK GEODESI,646,3411800,12,-7.281111,112.794611,1
202407,ITS.TEHNIK HIDRODINAMIKA,3520,14891600,105,-7.281111,112.794611,1
202407,ITS.TEHNIK HIDRONIKA,43,248800,1,-7.281111,112.794611,1
202407,ITS.TEHNIK HUMANIORA,609,2626500,16,-7.281111,112.794611,1
202407,ITS.TEHNIK INDUSTRI,952,4812600,13,-7.281111,112.794611,1
202407,ITS.TEHNIK KELAUTAN,355,1438500,14,-7.281111,112.794611,1
202407,ITS.TEHNIK KOMP,48,38400,1,-7.281111,112.794611,1
202407,ITS.TEHNIK KOMPUTER,8458,37716700,204,-7.281111,112.794611,0
202407,ITS.TEHNIK LINGKUNGAN,947,4468400,17,-7.281111,112.794611,1
202407,ITS.TEHNIK PEMUKIMAN,471,2360400,13,-7.281111,112.794611,1
202407,ITS.TEHNIK PENYEHATAN,699,3245100,14,-7.281111,112.794611,1
202407,ITS.TEHNIK PRANCANGAN,359,1431900,6,-7.281111,112.794611,1
202407,ITS.TEHNIK SIPIL,3997,19104300,82,-7.281111,112.794611,1
202407,ITS.TEKNIK INDUSTRI,63,400000,1,-7.2849264,112.7960776,1
202407,KEJAWAN,68,109600,1,-7.2869102,112.8004152,1
202407,KEJAWAN GEBANG,12447,41184450,282,-7.2843409,112.8025697,0
202407,KEJAWAN PUTIH TAMBAK,638,1929550,20,-7.2771141,112.8022547,1
202407,KEPUTIH,141,1417000,3,-7.2987992,112.7836905,0
202407,KEPUTIH TEGAL,22,201000,1,-7.2911063,112.8016511,1
202407,KEPUTIH UTARA,32,133200,1,-7.287331,112.7990127,1
202407,KERTAJAYA INDAH,1280,12777700,10,-7.2891374,112.7622277,0
202407,KERTAJAYA INDAH  REGENCY,1133,7252000,20,-7.2897291,112.7871392,0
202407,KERTAJAYA INDAH REGENCY,5278,32907400,157,-7.2897291,112.7871392,0
202407,KERTAJAYA INDAH TIMUR,32911,247992600,692,-7.2781217,112.7735354,2
202407,KLAMPIS SACHAROSA,2282,14251900,67,-7.2875191,112.7813849,0
202407,MANYAR KERTOADI,18221,121173100,594,-7.2820425,112.782479,2
202407,MARINA EMAS,3161,20196600,87,-7.2889554,112.802558,1
202407,MARINA EMAS BARAT,8550,50634400,214,-7.2930141,112.8035565,0
202407,MARINA EMAS SELATAN,1607,9999200,43,-7.3073526,112.8011351,0
202407,MARINA EMAS TENGAH,118,677200,7,-7.2931226,112.8055191,1
202407,MARINA EMAS TIMUR,6431,34299300,196,-7.2889554,112.802558,0
202407,MARINA EMAS UTARA,1512,6909900,54,-7.24917,112.75083,3
202407,MULYOREJO BARU TEGAL,7703,36214000,167,-7.2750916,112.7936262,0
202407,MULYOSARI UTARA,2,39000,1,-7.2619975,112.7977758,1
202407,PERUM ITS,342,1619700,4,-7.281111,112.794611,1
202407,RAYA ITS,5864,52542600,3,-7.2757378,112.7927519,1
202407,RODAH,363,1998200,8,-7.279833,112.796322,1
202407,RODAH BUNTU,162,534800,3,-7.279833,112.796322,1
202407,RODAH GEBANG,50,70000,1,-7.279833,112.796322,1
202407,RODAH GEBANG PUTIH,65,130700,4,-7.279833,112.796322,1
202407,RODAH SEKOLAHAN,1277,3765850,42,-7.279833,112.796322,1
202407,TEGAL MULYOREJO,1130,4844500,30,-7.2750916,112.7936262,1
202407,TEGAL MULYOREJO BARU,3,17000,1,-7.2750916,112.7936262,1
202408,ARIF RACHMAN HAKIM,6327,78879500,5,-7.288531,112.798155,0
202408,ASEM PAYUNG,8690,23908350,287,-7.2862181,112.7857511,0
202408,BUMI MARINA EMAS,1040,6257500,35,-7.2911441,112.8020775,1
202408,BUMI MARINA EMAS BARAT,1069,7520000,18,-7.2930141,112.8035565,1
202408,BUMI MARINA EMAS TIMUR,129,749800,8,-7.2911441,112.8020775,1
202408,DESA ASEM PAYUNG,146,928600,1,-7.24917,112.75083,3
202408,GALAXY BUMI PERMAI,25,173000,2,-7.2987992,112.7836905,0
202408,GEBANG,288,3526000,1,-7.2810659,112.7878501,1
202408,GEBANG KIDUL,5279,20778450,148,-7.2826702,112.7873836,0
202408,GEBANG KIDUL MAWAR,6,42000,1,-7.279833,112.796322,1
202408,GEBANG KIDUL SEPUHAN,481,1684600,18,-7.279833,112.796322,1
202408,GEBANG LOR,6762,25309150,176,-7.2812459,112.7874998,0
202408,GEBANG LOR KANOMAN,815,2495050,25,-7.279833,112.796322,1
202408,GEBANG LOR LENGKONG,46,48500,2,-7.279833,112.796322,1
202408,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202408,GEBANG PUTIH,3183,15593650,59,-7.2847232,112.7851756,0
202408,GEBANG PUTIH RODAH,884,3188800,24,-7.279833,112.796322,1
202408,GEBANG RODAH BUNTU,4,0,1,-7.279833,112.796322,1
202408,GEBANG RODAH MAWAR,120,583950,3,-7.279833,112.796322,1
202408,GEBANG RODAH SEKOLAHAN,81,526000,1,-7.279833,112.796322,1
202408,GEBANG WETAN,4205,16865450,138,-7.2821858,112.7889758,0
202408,GEBANG WETAN RODAH SEKOLAHAN,24,119000,2,-7.279833,112.796322,1
202408,ITS.HIDRODINAMIKA/KEJ.PT,6,26000,1,-7.281111,112.794611,1
202408,ITS.ILMU PASTI ALAM,615,2708500,15,-7.281111,112.794611,1
202408,ITS.KEPUTIH,705,5905500,12,-7.2788843,112.7903701,1
202408,ITS.TEHNIK ARSITEKTUR,1516,7795800,30,-7.281111,112.794611,1
202408,ITS.TEHNIK FISIKA,599,2904900,16,-7.281111,112.794611,1
202408,ITS.TEHNIK GEODESI,466,2174800,12,-7.281111,112.794611,1
202408,ITS.TEHNIK HIDRODINAMIKA,3213,13600400,105,-7.281111,112.794611,1
202408,ITS.TEHNIK HIDRONIKA,41,235600,1,-7.281111,112.794611,1
202408,ITS.TEHNIK HUMANIORA,436,1826400,16,-7.281111,112.794611,1
202408,ITS.TEHNIK INDUSTRI,765,3773500,13,-7.281111,112.794611,1
202408,ITS.TEHNIK KELAUTAN,322,1255200,14,-7.281111,112.794611,1
202408,ITS.TEHNIK KOMP,459,367200,1,-7.281111,112.794611,1
202408,ITS.TEHNIK KOMPUTER,7028,29761200,204,-7.281111,112.794611,0
202408,ITS.TEHNIK LINGKUNGAN,667,2879000,17,-7.281111,112.794611,1
202408,ITS.TEHNIK PEMUKIMAN,353,1701800,13,-7.281111,112.794611,1
202408,ITS.TEHNIK PENYEHATAN,535,2444500,14,-7.281111,112.794611,1
202408,ITS.TEHNIK PRANCANGAN,433,1763700,6,-7.281111,112.794611,1
202408,ITS.TEHNIK SIPIL,3334,15830500,82,-7.281111,112.794611,1
202408,ITS.TEKNIK INDUSTRI,34,197000,1,-7.2849264,112.7960776,1
202408,KEJAWAN,52,74400,1,-7.2869102,112.8004152,1
202408,KEJAWAN GEBANG,10901,34983050,283,-7.2843409,112.8025697,0
202408,KEJAWAN PUTIH TAMBAK,605,1821850,20,-7.2771141,112.8022547,1
202408,KEPUTIH,139,1445700,3,-7.2987992,112.7836905,0
202408,KEPUTIH TEGAL,19,167200,1,-7.2911063,112.8016511,1
202408,KEPUTIH UTARA,34,146400,1,-7.287331,112.7990127,1
202408,KERTAJAYA INDAH,1208,11432900,10,-7.2891374,112.7622277,0
202408,KERTAJAYA INDAH  REGENCY,987,6251000,20,-7.2897291,112.7871392,0
202408,KERTAJAYA INDAH REGENCY,4492,27726600,157,-7.2897291,112.7871392,0
202408,KERTAJAYA INDAH TIMUR,26878,198709700,692,-7.2781217,112.7735354,2
202408,KLAMPIS SACHAROSA,1949,12147100,67,-7.2875191,112.7813849,0
202408,MANYAR KERTOADI,16805,112124300,594,-7.2820425,112.782479,2
202408,MARINA EMAS,2220,13646200,87,-7.2889554,112.802558,1
202408,MARINA EMAS BARAT,6724,38897100,213,-7.2930141,112.8035565,0
202408,MARINA EMAS SELATAN,1297,7916200,43,-7.3073526,112.8011351,0
202408,MARINA EMAS TENGAH,120,571800,7,-7.2931226,112.8055191,1
202408,MARINA EMAS TIMUR,5646,29025450,198,-7.2889554,112.802558,0
202408,MARINA EMAS UTARA,1230,5446000,54,-7.24917,112.75083,3
202408,MULYOREJO BARU TEGAL,6135,27503900,167,-7.2750916,112.7936262,1
202408,MULYOSARI UTARA,8,39000,1,-7.2619975,112.7977758,1
202408,PERUM ITS,211,1002500,4,-7.281111,112.794611,1
202408,RAYA ITS,253,2120000,2,-7.2757378,112.7927519,1
202408,RODAH,332,1731000,8,-7.279833,112.796322,1
202408,RODAH BUNTU,138,463300,3,-7.279833,112.796322,1
202408,RODAH GEBANG,44,54400,1,-7.279833,112.796322,1
202408,RODAH GEBANG PUTIH,49,130400,4,-7.279833,112.796322,1
202408,RODAH SEKOLAHAN,1145,3213500,42,-7.279833,112.796322,1
202408,TEGAL MULYOREJO,879,3466450,30,-7.2750916,112.7936262,1
202408,TEGAL MULYOREJO BARU,3,17000,1,-7.2750916,112.7936262,1
202409,ARIF RACHMAN HAKIM,7451,92929500,5,-7.288531,112.798155,0
202409,ASEM PAYUNG,9264,26383050,288,-7.2862181,112.7857511,0
202409,BUMI MARINA EMAS,1289,7617000,35,-7.2911441,112.8020775,1
202409,BUMI MARINA EMAS BARAT,928,6401400,18,-7.2930141,112.8035565,1
202409,BUMI MARINA EMAS TIMUR,137,819900,8,-7.2911441,112.8020775,1
202409,DESA ASEM PAYUNG,174,1113400,1,-7.24917,112.75083,3
202409,GALAXY BUMI PERMAI,40,202000,2,-7.2987992,112.7836905,0
202409,GEBANG,231,2813500,1,-7.2810659,112.7878501,1
202409,GEBANG KIDUL,5932,22971050,148,-7.2826702,112.7873836,0
202409,GEBANG KIDUL MAWAR,10,42000,1,-7.279833,112.796322,1
202409,GEBANG KIDUL SEPUHAN,558,1995200,18,-7.279833,112.796322,1
202409,GEBANG LOR,7047,26847150,177,-7.2812459,112.7874998,0
202409,GEBANG LOR KANOMAN,839,2232500,25,-7.279833,112.796322,1
202409,GEBANG LOR LENGKONG,52,67900,2,-7.279833,112.796322,1
202409,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202409,GEBANG PUTIH,3475,17320750,59,-7.2847232,112.7851756,0
202409,GEBANG PUTIH RODAH,1026,3799100,24,-7.279833,112.796322,1
202409,GEBANG RODAH BUNTU,5,0,1,-7.279833,112.796322,1
202409,GEBANG RODAH MAWAR,185,974600,3,-7.279833,112.796322,1
202409,GEBANG RODAH SEKOLAHAN,79,512000,1,-7.279833,112.796322,1
202409,GEBANG WETAN,4633,18450700,138,-7.2821858,112.7889758,0
202409,GEBANG WETAN RODAH SEKOLAHAN,29,141500,2,-7.279833,112.796322,1
202409,ITS.HIDRODINAMIKA/KEJ.PT,8,26000,1,-7.281111,112.794611,1
202409,ITS.ILMU PASTI ALAM,817,3555700,15,-7.281111,112.794611,1
202409,ITS.KEPUTIH,900,7190400,12,-7.2788843,112.7903701,1
202409,ITS.TEHNIK ARSITEKTUR,1702,8887900,30,-7.281111,112.794611,1
202409,ITS.TEHNIK FISIKA,654,3207600,16,-7.281111,112.794611,1
202409,ITS.TEHNIK GEODESI,483,2335700,12,-7.281111,112.794611,1
202409,ITS.TEHNIK HIDRODINAMIKA,3508,15025250,105,-7.281111,112.794611,1
202409,ITS.TEHNIK HIDRONIKA,56,334600,1,-7.281111,112.794611,1
202409,ITS.TEHNIK HUMANIORA,510,2147100,16,-7.281111,112.794611,1
202409,ITS.TEHNIK INDUSTRI,819,4083600,13,-7.281111,112.794611,1
202409,ITS.TEHNIK KELAUTAN,404,1650100,13,-7.281111,112.794611,1
202409,ITS.TEHNIK KOMP,53,42400,1,-7.281111,112.794611,1
202409,ITS.TEHNIK KOMPUTER,7404,31779300,204,-7.281111,112.794611,0
202409,ITS.TEHNIK LINGKUNGAN,743,3074300,17,-7.281111,112.794611,1
202409,ITS.TEHNIK PEMUKIMAN,370,1782500,13,-7.281111,112.794611,1
202409,ITS.TEHNIK PENYEHATAN,570,2494300,14,-7.281111,112.794611,1
202409,ITS.TEHNIK PRANCANGAN,379,1529100,6,-7.281111,112.794611,1
202409,ITS.TEHNIK SIPIL,3536,16927000,82,-7.281111,112.794611,1
202409,ITS.TEKNIK INDUSTRI,50,309000,1,-7.2849264,112.7960776,1
202409,KEJAWAN,52,74400,1,-7.2869102,112.8004152,1
202409,KEJAWAN GEBANG,11785,39439200,283,-7.2843409,112.8025697,0
202409,KEJAWAN PUTIH TAMBAK,606,1787200,21,-7.2771141,112.8022547,1
202409,KEPUTIH,149,1514200,3,-7.2987992,112.7836905,0
202409,KEPUTIH TEGAL,21,188500,1,-7.2911063,112.8016511,1
202409,KEPUTIH UTARA,31,126600,1,-7.287331,112.7990127,1
202409,KERTAJAYA INDAH,1320,12650500,10,-7.2891374,112.7622277,0
202409,KERTAJAYA INDAH  REGENCY,978,6262000,20,-7.2897291,112.7871392,0
202409,KERTAJAYA INDAH REGENCY,5101,31719300,158,-7.2897291,112.7871392,0
202409,KERTAJAYA INDAH TIMUR,28358,210898000,690,-7.2781217,112.7735354,2
202409,KLAMPIS SACHAROSA,2132,13309500,67,-7.2875191,112.7813849,0
202409,MANYAR KERTOADI,17897,119275000,596,-7.2820425,112.782479,2
202409,MARINA EMAS,2461,15002300,87,-7.2889554,112.802558,1
202409,MARINA EMAS BARAT,7063,41541300,213,-7.2930141,112.8035565,0
202409,MARINA EMAS SELATAN,1365,8508400,43,-7.3073526,112.8011351,0
202409,MARINA EMAS TENGAH,219,1170600,7,-7.2931226,112.8055191,1
202409,MARINA EMAS TIMUR,6165,32187500,198,-7.2889554,112.802558,0
202409,MARINA EMAS UTARA,1323,5919500,54,-7.24917,112.75083,3
202409,MULYOREJO BARU TEGAL,7263,33000500,167,-7.2750916,112.7936262,1
202409,MULYOSARI UTARA,1,39000,1,-7.2619975,112.7977758,1
202409,PERUM ITS,350,1628500,4,-7.281111,112.794611,1
202409,RAYA ITS,417,3593600,2,-7.2757378,112.7927519,1
202409,RODAH,367,1876400,8,-7.279833,112.796322,1
202409,RODAH BUNTU,165,574400,3,-7.279833,112.796322,1
202409,RODAH GEBANG,44,54400,1,-7.279833,112.796322,1
202409,RODAH GEBANG PUTIH,101,270900,4,-7.279833,112.796322,1
202409,RODAH SEKOLAHAN,1196,3370700,42,-7.279833,112.796322,1
202409,TEGAL MULYOREJO,919,3604800,30,-7.2750916,112.7936262,1
202409,TEGAL MULYOREJO BARU,4,17000,1,-7.2750916,112.7936262,1
202410,ARIF RACHMAN HAKIM,7732,96442000,5,-7.288531,112.798155,0
202410,ASEM PAYUNG,9724,28004300,289,-7.2862181,112.7857511,0
202410,BUMI MARINA EMAS,1623,9877900,35,-7.2911441,112.8020775,1
202410,BUMI MARINA EMAS BARAT,1376,9561100,18,-7.2930141,112.8035565,1
202410,BUMI MARINA EMAS TIMUR,168,1079600,8,-7.2911441,112.8020775,1
202410,DESA ASEM PAYUNG,183,1172800,1,-7.24917,112.75083,3
202410,GALAXY BUMI PERMAI,36,176000,2,-7.2987992,112.7836905,0
202410,GEBANG,249,3038500,1,-7.2810659,112.7878501,1
202410,GEBANG KIDUL,7014,29117400,148,-7.2826702,112.7873836,0
202410,GEBANG KIDUL MAWAR,10,42000,1,-7.279833,112.796322,1
202410,GEBANG KIDUL SEPUHAN,575,2090050,18,-7.279833,112.796322,1
202410,GEBANG LOR,7945,31784600,177,-7.2812459,112.7874998,0
202410,GEBANG LOR KANOMAN,990,2907350,25,-7.279833,112.796322,1
202410,GEBANG LOR LENGKONG,45,47300,2,-7.279833,112.796322,1
202410,GEBANG LOR MAWAR,0,39000,1,-7.279833,112.796322,1
202410,GEBANG PUTIH,2956,14217400,60,-7.2847232,112.7851756,0
202410,GEBANG PUTIH RODAH,1313,5026700,24,-7.279833,112.796322,1
202410,GEBANG RODAH BUNTU,9,0,1,-7.279833,112.796322,1
202410,GEBANG RODAH MAWAR,80,310300,3,-7.279833,112.796322,1
202410,GEBANG RODAH SEKOLAHAN,73,470000,1,-7.279833,112.796322,1
202410,GEBANG WETAN,5740,24756900,140,-7.2821858,112.7889758,0
202410,GEBANG WETAN RODAH SEKOLAHAN,39,186500,2,-7.279833,112.796322,1
202410,ITS.HIDRODINAMIKA/KEJ.PT,5,26000,1,-7.281111,112.794611,1
202410,ITS.ILMU PASTI ALAM,929,4137400,15,-7.281111,112.794611,1
202410,ITS.KEPUTIH,780,5798000,12,-7.2788843,112.7903701,1
202410,ITS.TEHNIK ARSITEKTUR,1911,10212200,30,-7.281111,112.794611,1
202410,ITS.TEHNIK FISIKA,722,3578800,16,-7.281111,112.794611,1
202410,ITS.TEHNIK GEODESI,572,2830600,12,-7.281111,112.794611,1
202410,ITS.TEHNIK HIDRODINAMIKA,3860,16733900,105,-7.281111,112.794611,1
202410,ITS.TEHNIK HIDRONIKA,66,400600,1,-7.281111,112.794611,1
202410,ITS.TEHNIK HUMANIORA,632,2728500,16,-7.281111,112.794611,1
202410,ITS.TEHNIK INDUSTRI,984,5107700,13,-7.281111,112.794611,1
202410,ITS.TEHNIK KELAUTAN,357,1412500,13,-7.281111,112.794611,1
202410,ITS.TEHNIK KOMP,64,51200,1,-7.281111,112.794611,1
202410,ITS.TEHNIK KOMPUTER,8509,38040300,204,-7.281111,112.794611,0
202410,ITS.TEHNIK LINGKUNGAN,894,4040300,17,-7.281111,112.794611,1
202410,ITS.TEHNIK PEMUKIMAN,440,2151800,13,-7.281111,112.794611,1
202410,ITS.TEHNIK PENYEHATAN,710,3202100,14,-7.281111,112.794611,1
202410,ITS.TEHNIK PRANCANGAN,361,1455000,6,-7.281111,112.794611,1
202410,ITS.TEHNIK SIPIL,4098,19882500,82,-7.281111,112.794611,1
202410,ITS.TEKNIK INDUSTRI,71,456000,1,-7.2849264,112.7960776,1
202410,KEJAWAN,61,94200,1,-7.2869102,112.8004152,1
202410,KEJAWAN GEBANG,12854,45500400,283,-7.2843409,112.8025697,0
202410,KEJAWAN PUTIH TAMBAK,643,1896000,25,-7.2771141,112.8022547,1
202410,KEPUTIH,38,194800,3,-7.2987992,112.7836905,0
202410,KEPUTIH TEGAL,19,167200,1,-7.2911063,112.8016511,1
202410,KEPUTIH UTARA,35,153000,1,-7.287331,112.7990127,1
202410,KERTAJAYA INDAH,1208,12112600,10,-7.2891374,112.7622277,0
202410,KERTAJAYA INDAH  REGENCY,1037,6586000,20,-7.2897291,112.7871392,0
202410,KERTAJAYA INDAH REGENCY,5528,34193000,158,-7.2897291,112.7871392,0
202410,KERTAJAYA INDAH TIMUR,31532,230088400,690,-7.2781217,112.7735354,2
202410,KLAMPIS SACHAROSA,2421,15163900,67,-7.2875191,112.7813849,0
202410,MANYAR KERTOADI,18842,125655500,596,-7.2820425,112.782479,2
202410,MARINA EMAS,2837,17568300,87,-7.2889554,112.802558,1
202410,MARINA EMAS BARAT,8585,51235900,214,-7.2930141,112.8035565,0
